state,plate_title,plate_img,source_img,source
MI,Amateur Radio Operator,SpecialOrg_AmateurRadio.jpg,https://www.michigan.gov/sos/-/media/Project/Websites/sos/Vehicle/License-plate-images/SpecialOrg_AmateurRadio.jpg,https://www.michigan.gov/sos/vehicle/license-plates/special-organization-plate-options
MI,Grand Lodge of Free and Accepted Masons of Michigan,SpecialOrg_Freemasons.jpg,https://www.michigan.gov/sos/-/media/Project/Websites/sos/Vehicle/License-plate-images/SpecialOrg_Freemasons.jpg,https://www.michigan.gov/sos/vehicle/license-plates/special-organization-plate-options
MI,Michigan Fraternal Order of Police,SpecialOrg_FraternalOrderofPolice.jpg,https://www.michigan.gov/sos/-/media/Project/Websites/sos/Vehicle/License-plate-images/SpecialOrg_FraternalOrderofPolice.jpg,https://www.michigan.gov/sos/vehicle/license-plates/special-organization-plate-options
MI,"Michigan Professional Fire Fighters Union
",SpecialOrg_ProfessionalFireFightersUnion.jpg,https://www.michigan.gov/sos/-/media/Project/Websites/sos/Vehicle/License-plate-images/SpecialOrg_ProfessionalFireFightersUnion.jpg,https://www.michigan.gov/sos/vehicle/license-plates/special-organization-plate-options
MI,Michigan State Firemen's Association,SpecialOrg_FiremensAssociation.jpg,https://www.michigan.gov/sos/-/media/Project/Websites/sos/Vehicle/License-plate-images/SpecialOrg_FiremensAssociation.jpg,https://www.michigan.gov/sos/vehicle/license-plates/special-organization-plate-options
MI,Police Officers Association of Michigan,SpecialOrg_POAM.jpg,https://www.michigan.gov/sos/-/media/Project/Websites/sos/Vehicle/License-plate-images/SpecialOrg_POAM.jpg,https://www.michigan.gov/sos/vehicle/license-plates/special-organization-plate-options
MI,Pure Michigan,Standard_PureMichigan.jpg,https://www.michigan.gov/sos/-/media/Project/Websites/sos/Vehicle/License-plate-images/Standard_PureMichigan.jpg,https://www.michigan.gov/sos/vehicle/license-plates/standard-plate-options
MI,Mackinac Bridge,Standard_MacBridge.jpg,https://www.michigan.gov/sos/-/media/Project/Websites/sos/Vehicle/License-plate-images/Standard_MacBridge.jpg,https://www.michigan.gov/sos/vehicle/license-plates/standard-plate-options
MI,Water-Winter Wonderland,Standard_WaterWinterWonderland.png,https://www.michigan.gov/sos/-/media/Project/Websites/sos/Vehicle/License-plate-images/Standard_WaterWinterWonderland.png,https://www.michigan.gov/sos/vehicle/license-plates/standard-plate-options
MI,Permanent Trailer,Standard_PermanentTrailer.jpg,https://www.michigan.gov/sos/-/media/Project/Websites/sos/Vehicle/License-plate-images/Standard_PermanentTrailer.jpg,https://www.michigan.gov/sos/vehicle/license-plates/standard-plate-options
MI,Central Michigan University,University_CentralMichigan.jpg,https://www.michigan.gov/sos/-/media/Project/Websites/sos/Vehicle/License-plate-images/University_CentralMichigan.jpg,https://www.michigan.gov/sos/vehicle/license-plates/university-plate-options
MI,Eastern Michigan University,University_EasternMichigan.jpg,https://www.michigan.gov/sos/-/media/Project/Websites/sos/Vehicle/License-plate-images/University_EasternMichigan.jpg,https://www.michigan.gov/sos/vehicle/license-plates/university-plate-options
MI,Ferris State University,University_FerrisState.jpg,https://www.michigan.gov/sos/-/media/Project/Websites/sos/Vehicle/License-plate-images/University_FerrisState.jpg,https://www.michigan.gov/sos/vehicle/license-plates/university-plate-options
MI,Grand Valley State University,University_GrandValleyState.jpg,https://www.michigan.gov/sos/-/media/Project/Websites/sos/Vehicle/License-plate-images/University_GrandValleyState.jpg,https://www.michigan.gov/sos/vehicle/license-plates/university-plate-options
MI,Lake Superior State University,University_LakeSuperiorState.jpg,https://www.michigan.gov/sos/-/media/Project/Websites/sos/Vehicle/License-plate-images/University_LakeSuperiorState.jpg,https://www.michigan.gov/sos/vehicle/license-plates/university-plate-options
MI,Michigan State University,University_MichiganState.jpg,https://www.michigan.gov/sos/-/media/Project/Websites/sos/Vehicle/License-plate-images/University_MichiganState.jpg,https://www.michigan.gov/sos/vehicle/license-plates/university-plate-options
MI,Michigan Technological University,University_MichiganTech.jpg,https://www.michigan.gov/sos/-/media/Project/Websites/sos/Vehicle/License-plate-images/University_MichiganTech.jpg,https://www.michigan.gov/sos/vehicle/license-plates/university-plate-options
MI,Northern Michigan University,University_NorthernMichigan.jpg,https://www.michigan.gov/sos/-/media/Project/Websites/sos/Vehicle/License-plate-images/University_NorthernMichigan.jpg,https://www.michigan.gov/sos/vehicle/license-plates/university-plate-options
MI,Oakland University,University_Oakland.jpg,https://www.michigan.gov/sos/-/media/Project/Websites/sos/Vehicle/License-plate-images/University_Oakland.jpg,https://www.michigan.gov/sos/vehicle/license-plates/university-plate-options
MI,Saginaw Valley State University,University_SaginawValleyState.jpg,https://www.michigan.gov/sos/-/media/Project/Websites/sos/Vehicle/License-plate-images/University_SaginawValleyState.jpg,https://www.michigan.gov/sos/vehicle/license-plates/university-plate-options
MI,University of Michigan,University_UMichigan.jpg,https://www.michigan.gov/sos/-/media/Project/Websites/sos/Vehicle/License-plate-images/University_UMichigan.jpg,https://www.michigan.gov/sos/vehicle/license-plates/university-plate-options
MI,University of Michigan - Dearborn,University_UMichiganDearborn.jpg,https://www.michigan.gov/sos/-/media/Project/Websites/sos/Vehicle/License-plate-images/University_UMichiganDearborn.jpg,https://www.michigan.gov/sos/vehicle/license-plates/university-plate-options
MI,University of Michigan - Flint,University_UMichiganFlint.jpg,https://www.michigan.gov/sos/-/media/Project/Websites/sos/Vehicle/License-plate-images/University_UMichiganFlint.jpg,https://www.michigan.gov/sos/vehicle/license-plates/university-plate-options
MI,Wayne State University,University_WayneState.jpg,https://www.michigan.gov/sos/-/media/Project/Websites/sos/Vehicle/License-plate-images/University_WayneState.jpg,https://www.michigan.gov/sos/vehicle/license-plates/university-plate-options
MI,Western Michigan University,University_WesternMichigan.jpg,https://www.michigan.gov/sos/-/media/Project/Websites/sos/Vehicle/License-plate-images/University_WesternMichigan.jpg,https://www.michigan.gov/sos/vehicle/license-plates/university-plate-options
MI,Disability plate,PureMichigan_Disability.jpg,https://www.michigan.gov/sos/-/media/Project/Websites/sos/Vehicle/License-plate-images/PureMichigan_Disability.jpg,https://www.michigan.gov/sos/vehicle/license-plates
MI,Historical,PureMichigan_Historical.jpg,https://www.michigan.gov/sos/-/media/Project/Websites/sos/Vehicle/License-plate-images/PureMichigan_Historical.jpg,https://www.michigan.gov/sos/vehicle/license-plates
FL,Standard  - Sunshine,plate1-1.jpg,,https://www.flhsmv.gov/motor-vehicles-tags-titles/license-plates-registration/
FL,Standard  - In God We Trust,plate2-1.jpg,,https://www.flhsmv.gov/motor-vehicles-tags-titles/license-plates-registration/
FL,Standard  - County,plate3-1.jpg,,https://www.flhsmv.gov/motor-vehicles-tags-titles/license-plates-registration/
FL,Advent Health University,FL_image-002.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Ave Maria University,FL_image-003.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Barry University,FL_image-004.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Bethune-Cookman University,FL_image-005.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Beacon College,FL_image-006.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Eckerd College,FL_image-007.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Embry-Riddle Aeronautical University,FL_image-008.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Everglades University,FL_image-009.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Edward Waters University,FL_image-010.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Flagler College,FL_image-011.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Florida A&M University,FL_image-012.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Florida Atlantic University,FL_image-013.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Florida Gulf Coast University,FL_image-014.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Florida College,FL_image-015.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Florida Institute of Technology,FL_image-016.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Florida International University,FL_image-017.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Florida Southern College,FL_image-018.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Florida Memorial University,FL_image-019.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Florida State University,FL_image-020.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Hodges University,FL_image-021.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Jacksonville University,FL_image-022.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Keiser University,FL_image-023.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Lynn University,FL_image-024.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,University of Florida,FL_image-025.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,University of Georgia,FL_image-026.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,University of Miami,FL_image-027.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Nova Southeastern University,FL_image-028.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Palm Beach Atlantic University,FL_image-029.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Ringling College of Art and Design,FL_image-030.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Rollins College,FL_image-031.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Saint Thomas University,FL_image-032.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Saint Leo University,FL_image-033.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,University of Central Florida,FL_image-034.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Southeastern University,FL_image-035.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Stetson University,FL_image-036.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,University of North Florida,FL_image-037.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,University of South Florida,FL_image-038.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,University of Tampa,FL_image-039.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Webber International University,FL_image-040.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Warner College,FL_image-041.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,University of West Florida,FL_image-042.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Animal Friend,FL_image-043.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Aquaculture,FL_image-044.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Conserve Florida's Fisheries,FL_image-045.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Conserve Wildlife,FL_image-046.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Discover Florida’s Horses,FL_image-047.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Discover Florida’s Oceans,FL_image-048.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Ducks Unlimited,FL_image-049.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Endless Summer,FL_image-050.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Explore Off Road,FL_image-051.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Everglades River of Grass,FL_image-052.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Explore Our State Parks,FL_image-053.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Fish Florida,FL_image-054.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Go Fishing (Largemouth Bass),FL_image-055.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Helping Sea Turtles Survive,FL_image-056.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Protect Florida Springs,FL_image-057.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Protect Florida Whales,FL_image-058.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Indian River Lagoon,FL_image-059.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Protect Our Oceans,FL_image-060.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Protect Our Reefs,FL_image-061.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Protect Marine Wildlife,FL_image-062.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Protect the Panther,FL_image-063.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Protect Wild Dolphins,FL_image-064.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Save Our Seas,FL_image-065.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,State Wildflower,FL_image-066.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Save Wild Florida,FL_image-067.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Save the Manatee,FL_image-068.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Tampa Bay Estuary,FL_image-069.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Trees are Cool,FL_image-070.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Wildlife Foundation of Florida,FL_image-071.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,American Legion,FL_image-072.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Salutes Veterans,FL_image-073.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Support Our Troops,FL_image-074.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,U.S. Air Force,FL_image-075.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,U.S. Army,FL_image-076.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,U.S. Coast Guard,FL_image-077.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,U.S. Marine Corps,FL_image-078.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,U.S. Navy,FL_image-079.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Blue Angels,FL_image-080.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Florida Panthers,FL_image-081.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Golf Capital of the World,FL_image-082.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Jacksonville Jaguars (NFL),FL_image-083.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Miami Marlins (MLB),FL_image-084.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Miami Dolphins (NFL),FL_image-085.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Miami Heat (NBA),FL_image-086.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,NASCAR,FL_image-087.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Orlando Magic (NBA),FL_image-088.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Orlando City Soccer,FL_image-089.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Play Tennis,FL_image-090.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Police Athletic League,FL_image-091.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Share the Road,FL_image-092.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Support Florida Special Olympics,FL_image-093.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Tampa Bay Rays,FL_image-094.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Tampa Bay Buccaneers (NFL),FL_image-095.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Tampa Bay Lightning (NHL),FL_image-096.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,U.S. Olympic Spirit,FL_image-097.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,A State of Vision,FL_image-098.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Agricultural Education,FL_image-099.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Agriculture,FL_image-100.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Big Brothers Big Sisters,FL_image-101.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Challenger - Columbia,FL_image-102.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,America the Beautiful,FL_image-103.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Choose Life,FL_image-104.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,End Breast Cancer,FL_image-105.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Fallen Law Enforcement Oficers,FL_image-106.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Family First,FL_image-107.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Family Values,FL_image-108.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Florida Sherifs Association,FL_image-109.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Florida Sherifs Youth Ranches,FL_image-110.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Fraternal Order of Police,FL_image-111.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Freemasonry,FL_image-112.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Horse Country,FL_image-113.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,HOSPICE: Every Day Is A Gift,FL_image-114.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Imagine,FL_image-115.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,In God We Trust,FL_image-116.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Invest in Children,FL_image-117.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Keep Kids Drug Free,FL_image-118.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Lauren's Kids,FL_image-119.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Live the Dream,FL_image-120.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Mofitt Cancer Center,FL_image-121.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Salutes Firefighters,FL_image-122.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Scouting Teaches Values (Boy Scouts of America),FL_image-123.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Visit Our Lights,FL_image-126.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Support Law Enforcement,FL_image-127.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,United We Stand,FL_image-128.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Walt Disney World,FL_image-129.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Alpha Phi Alpha,FL_image-130.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Alpha Kappa Alpha,FL_image-131.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Delta Sigma Theta,FL_image-132.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Iota Phi Theta,FL_image-133.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Kappa Alpha Psi,FL_image-134.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Omega Psi Phi,FL_image-135.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Phi Beta Sigma,FL_image-136.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Sigma Gamma Rho,FL_image-137.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Zeta Phi Beta,FL_image-138.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Gadsden Flag (DTOM),FL_image-139.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,"Authenticated (The owner provides the license plate, not the State.)",FL_image-140.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Gov. College,FL_image-149.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Gov. County,FL_image-150.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Department of Corrections,FL_image-151.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Foreign Organization,FL_image-161.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,House Speaker*,FL_image-162.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Official House*,FL_image-163.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Official Senate*,FL_image-164.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Official Congress*,FL_image-165.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Retired House*,FL_image-166.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Retired Senate*,FL_image-167.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Senate President*,FL_image-168.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Air Force Combat Action Medal,FL_image-169.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Air Force Cross,FL_image-170.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Army of Occupation,FL_image-171.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Bronze Star,FL_image-172.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Combat Action Badge,FL_image-173.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Combat Action Ribbon,FL_image-174.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Combat Infantry Badge,FL_image-175.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Combat Medical Badge,FL_image-176.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Distinguished Flying Cross,FL_image-177.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Distinguished Service Cross,FL_image-178.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Ex-Prisoner of War,FL_image-179.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Gold Star Family,FL_image-180.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Korean War Veteran,FL_image-181.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Medal of Honor (Air Force),FL_image-182.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Medal of Honor (Army),FL_image-183.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Navy Cross,FL_image-184.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,National Guard,FL_image-185.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Medal of Honor (Navy),FL_image-186.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Navy Submariner,FL_image-187.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Operation Desert Shield,FL_image-188.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Operation Desert Storm,FL_image-189.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Operation Enduring Freedom,FL_image-190.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Operation Iraqi Freedom,FL_image-191.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Pearl Harbor Survivor,FL_image-192.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Purple Heart,FL_image-193.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Silver Star,FL_image-194.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,U.S. Paratrooper,FL_image-195.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,U.S. Reserve,FL_image-196.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Veteran of U.S. Armed Forces,FL_image-197.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Vietnam War Veteran,FL_image-198.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
FL,Woman Veteran,FL_image-199.jpg,,https://www.flhsmv.gov/pdf/specialtyplates/tagbrochure.pdf
